name	moaStr	exp	mut	swa	exp_mut	exp_swa	mut_swa	exp_mut_swa
Cisplatin (NSC119875)	A7,AlkAg	0.37915617458577	0.860639292140482	0.00507569270445598	0.36328982926151	0.20456373277227	0.110835929470951	0.258422172882862
Nitrogen mustard (NSC762)	A7,AlkAg	0.663564139990907	0.843224109304751	0.310350443626541	0.629331197804483	0.594591571664247	0.302816328834197	0.565773252036378
Tyrothricin (NSC757363)	Ant	0.637383135801542	0.471904864084944	0.0618467617818022	0.644251748549108	0.34900214328565	0.0696451372023777	0.423286507781634
Triapine (NSC663249)	CC	0.343432712536394	0.576108004621033	0.0923876791250988	0.31009260280844	0.164483972626518	0.0630292655110437	0.157402940685866
Aminoflavone (NSC686288)	Db	0.184192273385937	0.85303374074826	0.0130658759346176	0.243821497348885	0.00635452117943191	0.0366501579499514	0.014217539515396
Testolactone (NSC23759)	Ho	0.275260607035804	0.745428791954975	0.194634146873049	0.442573640374673	0.0401164399178936	0.175576386822092	0.0248003627185298
Uracil mustard (NSC34462)	A7,AlkAg	0.86005618547866	0.479090683646798	0.096554103602795	0.855933118600594	0.822382585985403	0.0384109466593784	0.820849169432778
Vandetanib (NSC760766)	"YK,PDGFR,PK:EGFR,VEGFR"	0.431770719429755	0.83326427847612	0.00993789561164593	0.36561918724344	0.369520914456558	0.00767302758826331	0.372132571511083
Pipamperone (NSC759178)	NonCan:Psy	0.392416766617033	0.874110125248466	0.209475285060502	0.362042908729972	0.240437406504002	0.209065637725372	0.11410229780713
Fluorouracil (NSC19893)	Ds,Rs	0.216582906296445	0.982666098963464	0.157419778905641	0.260299724844221	0.195092196807988	0.103725161667876	0.219868119967334
6-Mercaptopurine (NSC755)	Ds	0.335939792643159	0.712027812004603	0.0736439673292233	0.496551041384806	0.262797825671341	0.0384729607005238	0.318514676551563
Teniposide (NSC758255)	T2	0.184785520467016	0.981604696325906	0.208111675243479	0.171150331685545	0.0222865380921366	0.140871638354816	0.0655812361905419
