name	moaStr	exp	mut	swa	exp_mut	exp_swa	mut_swa	exp_mut_swa
Azacitidine (NSC102816)	DNMT	0.0917562138334181	0.289357793927656	0.233862685563327	0.138664660349908	0.21180552326013	0.153842140233586	0.131771337347114
Cladribine (NSC105014)	Ds	0.0298046447941855	0.0926815967524567	0.446609935833095	0.107813949459713	0.437894608649632	0.473594598226006	0.536584741093741
Mithramycin (NSC105024)	Rs	0.0185992023170598	0.63780172024125	0.847237563194994	0.230076572304042	0.714532729380494	0.782245258246756	0.757316710288035
Asparaginase (NSC109229)	AM,Pi	0.551153575363855	0.0325487884055711	0.0652050855768846	0.469204559717232	0.28228934154475	0.0492949634139955	0.146713798080581
Ifosfamide (NSC109724)	A7,AlkAg	0.137051556528441	0.338538331335666	0.0227709562546953	0.0736866249217208	0.371751875740063	0.0915268092533187	0.199446672167609
Benzimate (NSC109874)	Tu	0.0160491191659311	0.896065412802817	0.25114974446838	0.112134029455728	0.137629799313689	0.105688120398214	0.106169471859686
Acetalax (NSC117186)	NonCan:Cath	0.254138801526546	0.308460405174694	0.0705267504084054	0.280715788992844	0.201800330834906	0.114805676148572	0.235665515138855
Fludarabine (NSC118218)	Ds,AM	0.476566947457302	0.00393722454017481	0.603318835901011	0.44907653687345	0.784503972041275	0.824010988596941	0.859575549607397
Cisplatin (NSC119875)	A7,AlkAg	0.283634374991098	0.384505759739865	0.0317947572751973	0.2661799488478	0.235869088184045	0.0322082956999816	0.0986020387135123
Dromostanolone Propionate (NSC12198)	Ho	0.0409535300052224	0.0229949159603856	0.160492588199	0.575334110124936	0.0828609399193671	0.614332890757424	0.555621679204101
Isotretinoin (NSC122758)	Ho,RXR	0.109041623461509	0.360399404609619	0.0307455677738057	0.0866890267890021	0.209313766074895	0.115719252660874	0.229835096819043
Teniposide (NSC122819)	T2	0.374015715054872	0.289658332307611	0.0978170841225343	0.190528421985635	0.261413888853913	0.102449505518517	0.213290053558705
Doxorubicin (NSC123127)	T2	0.15774293018619	0.00703232670028468	0.275955548968295	0.0700557445873847	0.398526464583982	0.0893902136474335	0.225115337373928
