nsc	drugName	moa	respCor	dataType	gene	nodeType	cancerConsistency	pmid	notes
102816	Azacitidine	DNMT	-0.560009168628287	exp	RFX6				
102816	Azacitidine	DNMT	-0.392823953467516	exp	ZNF965P				
102816	Azacitidine	DNMT	-0.404223020948944	exp	LOC100289347				
102816	Azacitidine	DNMT	0.384190532653321	exp	SPAG4				
102816	Azacitidine	DNMT	0.512689607303532	exp	RPS24P10				
102816	Azacitidine	DNMT	0.497694659382759	exp	HNRNPA3P7				
105014	Cladribine	Ds	0.58904002115134	exp	LOC400464				
105014	Cladribine	Ds	0.511838881833269	exp	SLFN11				
105014	Cladribine	Ds	0.575248499678692	exp	JRK				
105014	Cladribine	Ds	0.460919346893372	exp	MIR1251				
105014	Cladribine	Ds	0.46312851883073	exp	TBX18				
105014	Cladribine	Ds	-0.405917336413249	exp	CTH				
105024	Mithramycin	Rs	-0.520773817521144	exp	GRAMD3				
109229	Asparaginase	AM|Pi	-0.364972918892356	exp	OR2W6P				
109229	Asparaginase	AM|Pi	-0.377225958981012	exp	PGM5				
109229	Asparaginase	AM|Pi	0.680923200102452	exp	LINC00528				
109229	Asparaginase	AM|Pi	0.52287066158096	exp	RIMBP3C				
109229	Asparaginase	AM|Pi	-0.341281028986641	exp	HIGD1AP3				
109229	Asparaginase	AM|Pi	-0.504819840215468	exp	SLC35B3				
109229	Asparaginase	AM|Pi	0.284803342105021	exp	MTND5P19				
109229	Asparaginase	AM|Pi	-0.497795558320586	exp	SLC25A16				
109229	Asparaginase	AM|Pi	-0.466470476965414	exp	LINC00113				
109229	Asparaginase	AM|Pi	-0.609204385937091	exp	SLC25A13				
109229	Asparaginase	AM|Pi	-0.572390600497107	exp	EPHB4				
109229	Asparaginase	AM|Pi	-0.455165217611164	exp	ST7				
109229	Asparaginase	AM|Pi	-0.493962352757736	exp	CD9				
109229	Asparaginase	AM|Pi	-0.40272147608489	exp	IGKV2-24				
109229	Asparaginase	AM|Pi	-0.404955469834429	exp	AK3P2				
109229	Asparaginase	AM|Pi	0.372442931704724	exp	SEPT7P9				
109229	Asparaginase	AM|Pi	-0.528530488215464	exp	ACKR2				
109724	Ifosfamide	A7|AlkAg	-0.434674510823909	exp	LOC100507175				
109724	Ifosfamide	A7|AlkAg	-0.469015252849877	exp	CYSTM1				
109724	Ifosfamide	A7|AlkAg	0.481257160156051	exp	SLC25A53				
109724	Ifosfamide	A7|AlkAg	0.381097079326707	exp	LOC100132781				
109724	Ifosfamide	A7|AlkAg	0.575944503121767	exp	KIAA0922				
109724	Ifosfamide	A7|AlkAg	0.695671070232945	exp	CAMKV				
109874	Benzimate	Tu	-0.510176147693098	exp	PDE11A				
109874	Benzimate	Tu	-0.260288073271703	exp	RNU5E-3P				
109874	Benzimate	Tu	-0.470757543543276	exp	CAMK1G				
109874	Benzimate	Tu	-0.491730931918332	exp	STMN3				
109874	Benzimate	Tu	-0.427656521839038	exp	ATP5A1P2				
109874	Benzimate	Tu	-0.467533464977655	exp	GNG5P3				
109874	Benzimate	Tu	-0.409006369275725	exp	LINC00557				
109874	Benzimate	Tu	0.394412374372961	exp	LOC100130456				
109874	Benzimate	Tu	0.518123258413497	exp	LOC284685				
109874	Benzimate	Tu	-0.45620654020813	exp	SLC25A16				
109874	Benzimate	Tu	-0.389063277259164	exp	ZNF736P7Y				
109874	Benzimate	Tu	-0.245855605240179	exp	USMG5P1				
109874	Benzimate	Tu	0.44472711166795	exp	LOC100288097				
109874	Benzimate	Tu	0.506188073448846	exp	RPS6P26				
117186	Acetalax	NonCan:Cath	0.645515023103216	exp	VTCN1				
117186	Acetalax	NonCan:Cath	0.546734650736093	exp	TMIE				
117186	Acetalax	NonCan:Cath	-0.386787625204743	exp	TRNR				
117186	Acetalax	NonCan:Cath	-0.390318062349055	exp	LOC646517				
117186	Acetalax	NonCan:Cath	0.555034986230982	exp	ATP2B2				
117186	Acetalax	NonCan:Cath	0.464575059907806	exp	CNN1				
117186	Acetalax	NonCan:Cath	-0.421732366268461	exp	TSPAN3				
117186	Acetalax	NonCan:Cath	0.614169686828773	exp	OSR2				
117186	Acetalax	NonCan:Cath	0.597526788660238	exp	PROM2				
117186	Acetalax	NonCan:Cath	0.434032576179765	exp	FAM109B				
117186	Acetalax	NonCan:Cath	0.589825488050729	exp	NOTCH3				
117186	Acetalax	NonCan:Cath	0.378952435201728	exp	GLYATL2				
117186	Acetalax	NonCan:Cath	0.680770589932057	exp	GPR156				
117186	Acetalax	NonCan:Cath	-0.411946619235968	exp	WHAMMP1				
117186	Acetalax	NonCan:Cath	-0.423069191819012	exp	STIM1				
117186	Acetalax	NonCan:Cath	-0.56922573175016	exp	TCF12				
117186	Acetalax	NonCan:Cath	-0.44008431186961	exp	SMNP				
117186	Acetalax	NonCan:Cath	0.379925527318318	exp	LY6K				
117186	Acetalax	NonCan:Cath	-0.351666250229321	exp	USP40				
117186	Acetalax	NonCan:Cath	0.564930056347907	exp	RAB3D				
117186	Acetalax	NonCan:Cath	0.529115251826056	exp	LOC284196				
118218	Fludarabine	Ds|AM	0.546622513758866	exp	SLCO4C1				
119875	Cisplatin	A7|AlkAg	0.637836483434864	exp	SLFN11				
119875	Cisplatin	A7|AlkAg	0.484920852950949	exp	ZNF280C				
119875	Cisplatin	A7|AlkAg	0.508749781596894	exp	RPL35AP17				
119875	Cisplatin	A7|AlkAg	0.500730901475805	exp	FGL2				
119875	Cisplatin	A7|AlkAg	-0.518914034534597	exp	SGK223				
12198	Dromostanolone Propionate	Ho	0.537341571330945	exp	OTOGL				
12198	Dromostanolone Propionate	Ho	0.42179695088564	exp	CALCR				
12198	Dromostanolone Propionate	Ho	0.426334637165174	exp	HCFC2P1				
12198	Dromostanolone Propionate	Ho	0.540601826895426	exp	LOC100287361				
12198	Dromostanolone Propionate	Ho	0.348183675896398	exp	TRIM51CP				
12198	Dromostanolone Propionate	Ho	0.563894623436269	exp	POM121B				
12198	Dromostanolone Propionate	Ho	-0.479583805327807	exp	DYNLL1				
12198	Dromostanolone Propionate	Ho	0.410286062589026	exp	LOC100289656				
12198	Dromostanolone Propionate	Ho	0.329103870565117	exp	CSRP3				
12198	Dromostanolone Propionate	Ho	-0.293768004043155	exp	RPL31P22				
12198	Dromostanolone Propionate	Ho	0.427403327776104	exp	TRAC				
12198	Dromostanolone Propionate	Ho	0.548056795192337	exp	ANKRD23				
12198	Dromostanolone Propionate	Ho	0.390418658509007	exp	LOC100506859				
12198	Dromostanolone Propionate	Ho	0.399943440044612	exp	LOC728084				
12198	Dromostanolone Propionate	Ho	0.504193118232259	exp	RPS5P3				
12198	Dromostanolone Propionate	Ho	0.452842737120204	exp	AOAH				
12198	Dromostanolone Propionate	Ho	-0.524372198756429	exp	CCDC85C				
12198	Dromostanolone Propionate	Ho	0.573802554416925	exp	WBSCR22				
12198	Dromostanolone Propionate	Ho	0.383325380872657	exp	OR51B3P				
12198	Dromostanolone Propionate	Ho	0.42567637360826	exp	HHATL				
12198	Dromostanolone Propionate	Ho	0.324252582602122	exp	DTNA				
12198	Dromostanolone Propionate	Ho	0.420369282494623	exp	RNU4-4P				
12198	Dromostanolone Propionate	Ho	-0.33299552347879	exp	MEA1				
12198	Dromostanolone Propionate	Ho	0.386761526794667	exp	NF1P2				
12198	Dromostanolone Propionate	Ho	-0.306531403193442	exp	FLJ46120				
12198	Dromostanolone Propionate	Ho	-0.35974199929649	exp	SHC1				
122758	Isotretinoin	Ho|RXR	0.288223495982128	exp	ERVV-2				
122758	Isotretinoin	Ho|RXR	0.81053235435352	exp	LY86				
122758	Isotretinoin	Ho|RXR	0.827200687950225	exp	SNAI3				
122758	Isotretinoin	Ho|RXR	0.688220814213426	exp	FLJ39632				
122758	Isotretinoin	Ho|RXR	-0.478271953522299	exp	CENPO				
122758	Isotretinoin	Ho|RXR	0.487250235021308	exp	ALG1L15P				
122758	Isotretinoin	Ho|RXR	0.80574840269707	exp	FAM159A				
122758	Isotretinoin	Ho|RXR	0.530372143820766	exp	SEPP1				
122758	Isotretinoin	Ho|RXR	-0.313240236446527	exp	LOC642947				
122758	Isotretinoin	Ho|RXR	-0.148411877463625	exp	MIR96				
122758	Isotretinoin	Ho|RXR	-0.20793686713258	exp	OR2AG1				
122819	Teniposide	T2	0.565895041212486	exp	SLFN11				
122819	Teniposide	T2	-0.422379406965279	exp	AHSG				
122819	Teniposide	T2	0.432109983487795	exp	TEX22				
122819	Teniposide	T2	0.581530187863446	exp	ST8SIA4				
122819	Teniposide	T2	-0.500354197137004	exp	OR2A7				
122819	Teniposide	T2	0.400254466639273	exp	SCARNA11				
122819	Teniposide	T2	-0.483490438309526	exp	MLLT4				
122819	Teniposide	T2	0.51203790697968	exp	NAP1L1P1				
122819	Teniposide	T2	0.544317445596208	exp	PCBP3				
122819	Teniposide	T2	-0.596448056965799	exp	IGF2BP2				
122819	Teniposide	T2	0.386043767909129	exp	TRD				
122819	Teniposide	T2	0.44077951453389	exp	RPF2P2				
122819	Teniposide	T2	0.537130067712411	exp	ZFP1				
123127	Doxorubicin	T2	-0.548159548440385	exp	ABCB1				
123127	Doxorubicin	T2	0.466995886224156	exp	RPS4XP10				
123127	Doxorubicin	T2	-0.428200622546048	exp	LOC100128400				
123127	Doxorubicin	T2	-0.50717251581028	exp	RUNDC3B				
123127	Doxorubicin	T2	0.405326035167522	exp	OR6M2P				
124463	Fludarabine	Ds|AM	0.60079655422822	exp	LOC400464				
124463	Fludarabine	Ds|AM	0.669131030282866	exp	TSPY26P				
124463	Fludarabine	Ds|AM	0.556616115510486	exp	LOC100130176				
124463	Fludarabine	Ds|AM	0.608209573181264	exp	LSM6				
125066	Bleomycin	Db	0.572761203971132	exp	SLFN11				
125066	Bleomycin	Db	-0.522422594766109	exp	ZNF266				
125066	Bleomycin	Db	0.55719710915686	exp	DCP1B				
125066	Bleomycin	Db	0.624723461483855	exp	CEP112				
125066	Bleomycin	Db	0.50680419045819	exp	WSB1				
125066	Bleomycin	Db	0.505051836357214	exp	HHIPL2				
125066	Bleomycin	Db	-0.410653928953558	exp	MTCO2P1				
125066	Bleomycin	Db	0.58131174927447	exp	COL6A2				
125973	Paclitaxel	Tu	-0.657402469122009	exp	ABCB1				
125973	Paclitaxel	Tu	0.489700786166242	exp	RPL35P2				
125973	Paclitaxel	Tu	-0.605924475366016	exp	MAP1LC3C				
125973	Paclitaxel	Tu	0.462783294219999	exp	DCTN6				
125973	Paclitaxel	Tu	0.268107076141686	exp	OR52I2				
125973	Paclitaxel	Tu	-0.43819482088605	exp	TTLL10-AS1				
125973	Paclitaxel	Tu	-0.493595343428841	exp	CTF1				
125973	Paclitaxel	Tu	-0.509104910269201	exp	KCNIP1				
125973	Paclitaxel	Tu	-0.572108966018611	exp	ABCC6				
127716	Decitabine	AM|DNMT	0.622615863675642	exp	SP3P				
134727	Mitomycin	A2	0.506821240141537	exp	KPNA2				
134727	Mitomycin	A2	0.496146446122029	exp	NID1				
134727	Mitomycin	A2	-0.408684787310548	exp	UNC13D				
134727	Mitomycin	A2	0.417045539926476	exp	PCDH20				
134727	Mitomycin	A2	0.427968038171148	exp	MAPK6				
134727	Mitomycin	A2	-0.425316311565302	exp	CCL4L1				
