name	moaStr	exp	mut	swa	exp_mut	exp_swa	mut_swa	exp_mut_swa
Gemcitabine (NSC613327)	Ds	0.165203339932285	0.92314959974227	0.132552853991493	0.15907828533734	0.164115130458975	0.0860302288911465	0.0159723136440338
Triethylenemelamine (NSC9706)	A7,AlkAg	0.406666633987862	0.296044877042499	0.0397667381530548	0.315349821135284	0.181955581339563	0.0996367326926705	0.0849574687977305
Rapamycin (NSC758664)	STK,PK:MTOR	0.261774940818612	0.422403456314344	0.0746593772981513	0.252263390316769	0.0950696219128918	0.00559389636668082	0.120406655046196
Topotecan (NSC759263)	T1	0.644762319416656	0.539187208867923	0.0984141694486519	0.295910994750137	0.186802187341232	0.118504814312502	0.293138425535257
Buthionine sulphoximine (NSC326231)	AM	0.296473408531479	0.472233333259002	0.092500303097771	0.238872464987105	0.0638476629362128	0.0447865018374785	0.205619571233143
Olaparib (NSC747856)	PARP	0.32045532669114	0.755400271447559	0.0802660063219873	0.293239065519626	0.197496206568458	0.0701138189523264	0.262752721413805
Docetaxel (NSC628503)	Tu	0.419601146365741	0.499762007241696	0.193959073092827	0.421740179183626	0.00952778532841978	0.172110891253772	0.0294809647471747
O-6-Benzylguanine (NSC637037)	DDR	0.434941962044536	0.770238664451488	0.00120202035515022	0.506927003090935	0.128451992919964	0.00923145379826066	0.0978751887043755
Staurosporine (NSC618487)	PK:PRKCA	0.443722945478274	0.398642322555079	0.145424139313367	0.37529404059753	0.140463249000517	0.130938272399771	0.0816800140158775
Trametinib (NSC758246)	STK,PK:MAP2K	0.785663562017898	0.456691548038188	0.00595743228137758	0.760787117236167	0.565606622344252	0.070402458359862	0.592721316235995
Tyrothricin (NSC757363)	Ant	0.400968624386541	0.74466958959393	0.0362316861961863	0.306307277948816	0.346815676317641	0.0607293416302747	0.285620779635486
Hydroxyurea (NSC32065)	AM,Dr	0.4388157250848	0.420693466507583	0.0894782179545832	0.386719479498093	0.104183957038632	0.040148709889771	0.101815674325771
Dacarbazine (NSC45388)	A7,AlkAg,Ho	0.184265322088522	0.631281509969699	0.00822993474242244	0.166904960937644	0.0746064781930105	0.0763255513989459	0.0900849900533967
Pazopanib (NSC737754)	YK,PK:VEGFR	0.544824437800618	0.448174725573416	0.0779274516373105	0.605111920934336	0.113618314113754	0.134687780490277	0.107361083070037
Chlorambucil (NSC3088)	A7,AlkAg	0.400846370577795	0.355378669653908	0.0945310130595113	0.380608269123924	0.154073743021807	0.14098176792729	0.125657468844363
geldanamycin analog (NSC255109)	HSP90	0.344243721543571	0.160801276870243	0.0671550689119607	0.52383788936455	0.0891057272272791	0.0642061830809138	0.0544747077700327
Paclitaxel (NSC125973)	Tu	0.617551606854518	0.659116943660766	0.00638885265109197	0.563028715741207	0.518078008141905	0.107035914200251	0.514465752814887
Abiraterone (NSC749227)	Ho	0.783383575634879	0.1087922747386	0.0312849588346834	0.800851809406982	0.365282450954335	0.0814638075140866	0.420833381275162
Melphalan (NSC8806)	A7,AlkAg	0.445111917768199	0.294241810172793	0.011143842121642	0.471045805058527	0.231046469264903	0.0812565307078949	0.215302952654405
Thiotepa (NSC6396)	A7	0.433113166677425	0.266327820897068	0.0522256406659874	0.374659246201311	0.0288219933207804	0.105769611269229	0.067843582715748
Abexinostat (NSC764136)	HDAC	0.556453465730563	0.253421541500008	0.0186626000138249	0.801190287130273	0.117529217730794	0.13498929467747	0.154829054449558
Obatoclax (NSC744912)	Apo,BCL2	0.473102975386658	0.62431141181291	0.0268576893186758	0.440989637875807	0.31861126613528	0.036572035344328	0.330900287183635
Cladribine (NSC105014)	Ds	0.0298046447941855	0.0926815967524567	0.446609935833095	0.107813949459713	0.437894608649632	0.473594598226006	0.536584741093741
Nitrogen mustard (NSC757087)	A7,AlkAg	0.185426053035156	0.208355698211334	0.384312886263006	0.05041831074646	0.365772990089218	0.363741682922922	0.393250660169746
Cabozantinib (NSC757436)	"YK,PK:MET,VEGFR"	0.208598505237842	0.42499271313073	0.410145957583062	0.218501107622103	0.502333867973863	0.70461814312297	0.518365678433719
Fludarabine (NSC118218)	Ds,AM	0.476566947457302	0.00393722454017481	0.603318835901011	0.44907653687345	0.784503972041275	0.824010988596941	0.859575549607397
Estramustine (NSC702294)	Tu,A7,AlkAg	0.236127002507247	0.282301202494887	0.705512434846264	0.124978652694302	0.505644624025708	0.705414624920151	0.418877516889466
Procarbazine (NSC77213)	A7,AlkAg	0.198076780298675	0.0241324190289787	0.561566270526291	0.149587645767055	0.561560035605131	0.161342455756744	0.157806105783895
Mithramycin (NSC105024)	Rs	0.0185992023170598	0.63780172024125	0.847237563194994	0.230076572304042	0.714532729380494	0.782245258246756	0.757316710288035
Arsenic trioxide (NSC92859)	Apo	0.376371408986295	0.115506244396214	0.561726321423472	0.290197149669995	0.735953018453986	0.531163563006792	0.677546188757402
Seliciclib (NSC701554)	STK,PK:CDK	0.542565838711077	0.241416530754568	0.683299937584343	0.544048469145182	0.754586654197127	0.759648078255599	0.760722265277102
Cordycepin (NSC63984)	Ds	0.0879528930601884	0.0627696344562878	0.314182792973816	0.00952110152735848	0.381596816293051	0.236356147476112	0.377057401552229
Clofarabine (NSC759857)	Ds	0.360606739220491	0.684366576693019	0.929625836698785	0.0948443312724501	0.320983561871256	0.929642991642506	0.487424069687396
Azacitidine (NSC758186)	DNMT	0.0668160935666106	0.0658893878545333	0.42829285910538	0.191699711302891	0.62378558679047	0.401958029289683	0.452764352407959
Pyrazoloacridine (NSC366140)	Db	0.0634640761939658	0.109456018461676	0.262703716938191	0.145537117216318	0.265020749723334	0.483864773910282	0.4026101217248
Lapatinib (NSC727989)	"YK,PK:EGFR,ERBB2"	0.199547720999123	0.143999301288688	0.656594519884914	0.0378101978554749	0.578713330863476	0.711299242595757	0.509933841332038
