nsc	name	cvCor	dataType	feature1Name	feature1Wt	feature1CumCor	feature1CvFreq	feature2Name	feature2Wt	feature2CumCor	feature2CvFreq	feature3Name	feature3Wt	feature3CumCor	feature3CvFreq	feature4Name	feature4Wt	feature4CumCor	feature4CvFreq	feature5Name	feature5Wt	feature5CumCor	feature5CvFreq	allFeature
102816	Azacitidine	0.0917562138334181	exp	expMAGEB2	0.065982054268513	0.403865585349371	0.915254237288136	expPPP1CA	-0.0611318787976129	0.507156637729018	0.898305084745763	expLAP3	0.059284966022893	0.583975013837305	0.932203389830508	expPFKL	0.0591442824599113	0.586669542659494	0.915254237288136	expEIF4EBP1	0.0584904581955172	0.628890953717598	0.915254237288136	expMAGEB2,expPPP1CA,expLAP3,expPFKL,expEIF4EBP1,expPPM1F,expTIA1,expMARS,expUCK2,expPPP5C
102816	Azacitidine	0.289357793927656	mut	mutCOL14A1	0.0208596210709562	0.382792260555743	0.813559322033898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mutCOL14A1
102816	Azacitidine	0.233862685563327	swa	swaFUCA1	-0.158650432030492	0.484266300988164	1	swaSNRNP200	0.118929709504046	0.676229627261904	0.932203389830508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swaFUCA1,swaSNRNP200
102816	Azacitidine	0.138664660349908	exp_mut	mutCOL14A1	0.0790662200207427	0.382792260555743	0.915254237288136	expEIF4EBP1	0.0590491911042879	0.558777939453441	0.898305084745763	expTIA1	-0.0556556284393507	0.591072734351176	0.830508474576271	expPFKL	0.0525746368235765	0.626065141680659	0.728813559322034	expUCK2	0.0496320219705346	0.698545753952634	0.76271186440678	mutCOL14A1,expEIF4EBP1,expTIA1,expPFKL,expUCK2,expLAP3,mutAKAP1,expPPP1CA,expPPM1F,expMAGEB2,expMARS
102816	Azacitidine	0.21180552326013	exp_swa	swaFUCA1	-0.137474815130311	0.484266300988164	1	swaSNRNP200	0.0979818019038423	0.673823024645311	0.949152542372881	swaRASA1	0.0853420935452109	0.747327242073215	0.88135593220339	NA	NA	NA	NA	NA	NA	NA	NA	swaFUCA1,swaSNRNP200,swaRASA1
102816	Azacitidine	0.153842140233586	mut_swa	swaFUCA1	-0.147606453549493	0.484266300988164	0.949152542372881	swaSNRNP200	0.13334620364265	0.681696079471531	0.915254237288136	swaRASA1	0.124916136708523	0.748092491510948	0.677966101694915	swaDAZAP1	0.112082840824791	0.798411520436588	0.457627118644068	NA	NA	NA	NA	swaFUCA1,swaSNRNP200,swaRASA1,swaDAZAP1
102816	Azacitidine	0.131771337347114	exp_mut_swa	swaFUCA1	-0.124183175751591	0.484266300988164	1	swaSNRNP200	0.0993687381936837	0.67877886779684	0.932203389830508	swaRASA1	0.0791944445828813	0.749241480739501	0.864406779661017	NA	NA	NA	NA	NA	NA	NA	NA	swaFUCA1,swaSNRNP200,swaRASA1
105014	Cladribine	0.0298046447941855	exp	expMAEA	0.148866633756472	0.48239689796099	0.966101694915254	expNCAPD2	0.142608575581217	0.623913402707429	0.677966101694915	expESD	0.0800150881875782	0.688533558674432	0.423728813559322	NA	NA	NA	NA	NA	NA	NA	NA	expMAEA,expNCAPD2,expESD
105014	Cladribine	0.0926815967524567	mut	mutTES	0.100165720004801	0.409936765156779	0.864406779661017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mutTES
105014	Cladribine	0.446609935833095	swa	swaRAB14	-0.0115697630224069	0.428201430888929	0.796610169491525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swaRAB14
