nsc	drugName	moa	respCor	dataType	gene	nodeType	cancerConsistency	pmid	notes
102816	Azacitidine	DNMT	0.403467400732243	exp	MAGEB2				
102816	Azacitidine	DNMT	-0.310425969220865	exp	PPP1CA				
102816	Azacitidine	DNMT	0.385791739753374	exp	LAP3				
102816	Azacitidine	DNMT	0.272017154986085	exp	PFKL				
102816	Azacitidine	DNMT	0.39493285159346	exp	EIF4EBP1				
102816	Azacitidine	DNMT	-0.387545911048641	exp	PPM1F				
102816	Azacitidine	DNMT	-0.371851126932595	exp	TIA1				
102816	Azacitidine	DNMT	0.433996074365037	exp	MARS				
102816	Azacitidine	DNMT	0.417290732986822	exp	UCK2				
102816	Azacitidine	DNMT	-0.277107752965931	exp	PPP5C				
105014	Cladribine	Ds	0.482396897960991	exp	MAEA				
105014	Cladribine	Ds	0.42766088369919	exp	NCAPD2				
105014	Cladribine	Ds	0.41660947188443	exp	ESD				
105024	Mithramycin	Rs	-0.480929523016266	exp	ABCB1				
105024	Mithramycin	Rs	-0.374989854760837	exp	COPB1				
105024	Mithramycin	Rs	0.32645761292231	exp	EIF4A1				
105024	Mithramycin	Rs	-0.460867583821396	exp	PPP1R13L				
105024	Mithramycin	Rs	-0.441301717813693	exp	MYO1B				
105024	Mithramycin	Rs	-0.34949373360851	exp	CD9				
105024	Mithramycin	Rs	-0.283126476188777	exp	MEST				
105024	Mithramycin	Rs	0.349580906115851	exp	XPOT				
105024	Mithramycin	Rs	-0.229008047115563	exp	ASNA1				
109229	Asparaginase	AM|Pi	-0.609204385937091	exp	SLC25A13				
109229	Asparaginase	AM|Pi	-0.358484824893911	exp	SFT2D2				
109229	Asparaginase	AM|Pi	0.362132867626383	exp	CPNE1				
109229	Asparaginase	AM|Pi	0.509233941196848	exp	PSMB10				
109229	Asparaginase	AM|Pi	-0.158219413259889	exp	CDK1				
109229	Asparaginase	AM|Pi	-0.558664630635568	exp	SNX9				
109229	Asparaginase	AM|Pi	-0.332609869233367	exp	ZC3H14				
109229	Asparaginase	AM|Pi	-0.505876492991109	exp	ERMP1				
109229	Asparaginase	AM|Pi	0.126961429579865	exp	RAB5C				
109229	Asparaginase	AM|Pi	-0.458913498542311	exp	GPD1L				
109229	Asparaginase	AM|Pi	0.263078550582141	exp	AIM1				
109229	Asparaginase	AM|Pi	0.217732751088497	exp	SQRDL				
109229	Asparaginase	AM|Pi	-0.451473865717944	exp	VCL				
109229	Asparaginase	AM|Pi	0.452506819964469	exp	SIN3A				
109229	Asparaginase	AM|Pi	0.386879868914277	exp	NUP98				
109229	Asparaginase	AM|Pi	-0.405595822975042	exp	GDF15				
109229	Asparaginase	AM|Pi	-0.0879814951615082	exp	ZW10				
109724	Ifosfamide	A7|AlkAg	0.64646820775862	exp	SEPT6				
109874	Benzimate	Tu	0.459311296660821	exp	PSIP1				
109874	Benzimate	Tu	-0.518976818156038	exp	TGM2				
117186	Acetalax	NonCan:Cath	0.464575059907806	exp	CNN1				
117186	Acetalax	NonCan:Cath	-0.489659303366381	exp	ADPGK				
117186	Acetalax	NonCan:Cath	0.375954890195563	exp	MAEA				
117186	Acetalax	NonCan:Cath	0.488229908498515	exp	MUC1				
117186	Acetalax	NonCan:Cath	0.370953675227087	exp	NTPCR				
117186	Acetalax	NonCan:Cath	-0.548131441877999	exp	ECHDC1				
